,Unnamed: 0,行政区,总价,地点,车位,最低首付,参考月供,环线信息,小区名称,房源编号,房屋户型,配备电梯,areas,供暖方式,所在楼层,装修情况,房屋朝向,上次交易,房本年限,售房原因,房屋类型,挂牌均价,建筑年代,物业类型,楼栋总数,房屋总数,物业公司,开发商,挂牌房源,area,平方米
161,161,浦东,425,"苗圃路463弄,巨野路469弄,羽山路801弄,张杨路1776弄",无,148.8万,14661元,内环内,巨东小区(浦东洋泾)地图,sh4802505举报假一赔百细则,1室1厅1卫,暂无数据,40.17平,暂无数据,高区/6层,毛坯,南,2000-01-02,满五,折现,住宅 - 公寓,90085元/平,1994年,住宅 - 公寓,68栋,1040户,浦房物业服务中心有限公司、上海申城物业有限公司,上海建工房产有限公司,21套在售二手房16套在租房源,40.17,
162,162,徐汇,590,宛南华侨新村,无,206.5万,20353元,内中环,宛南华侨新村(徐汇龙华)地图,sh4802477举报假一赔百细则,3室1厅1卫,暂无数据,86.0平,暂无数据,高区/6层,暂无数据,暂无数据,暂无数据,满五,折现,住宅 - 公寓,72600元/平,1981~1982年,住宅 - 公寓,18栋,349户,宛平物业公司,广州宛南华侨新村,5套在售二手房2套在租房源,86.0,
163,163,宝山,300,吉浦路615弄,暂无数据,105万,10349元,中外环,吉浦路615弄(宝山高境)地图,sh4802337举报假一赔百细则,2室1厅1卫,暂无数据,58.35平,暂无数据,高区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,52180元/平,1992~1996年,住宅 - 公寓,141栋,2953户,上海高境物业管理有限公司,上海绿岛房产开发公司,37套在售二手房11套在租房源,58.35,
164,164,闸北,176,"三泉路770弄,三泉路820弄",无,61.6万,6072元,中外环,康泉小区(闸北彭浦)地图,sh4802292举报假一赔百细则,1室0厅1卫,暂无数据,32.26平,暂无数据,中区/6层,暂无数据,暂无数据,暂无数据,满五,置换,住宅 - 公寓,53082元/平,1993~1996年,住宅 - 公寓,53栋,1103户,上海金光花园物业公司,上海三泉置业有限公司,13套在售二手房5套在租房源,32.26,
165,165,浦东,260,杜鹃路188弄,无,91万,8969元,内环内,新领地(浦东花木)地图,sh4801948举报假一赔百细则,1室1厅1卫,有(三梯十二户),50.0平,暂无数据,高区/29层,精装,西南,2009-08-24,满五,置换,住宅 - 公寓,53969元/平,2002年,住宅 - 公寓,2栋,655户,上海颐人物业管理有限公司,上海飞乐房地产开发经营公司,25套在售二手房15套在租房源,50.0,
166,166,闵行,270,银都路3118弄8-10区,无,94.5万,9314元,外环外,银都新村(8至10区)(闵行颛桥)地图,sh4801870举报假一赔百细则,2室1厅1卫,暂无数据,56.65平,暂无数据,中区/6层,简装,南北,2011-09-07,满五,置换,住宅 - 公寓,46539元/平,1994~1995年,住宅 - 公寓,142栋,1920户,上海联源物业发展有限公司、上海益镇物业管理有限公司,上海颛桥房地产有限公司,23套在售二手房16套在租房源,56.65,
167,167,黄浦,1400,人民路777弄,无,490万,48296元,内环内,东淮海公寓(黄浦豫园)地图,sh4801722举报假一赔百细则,3室2厅2卫,有(二梯二户),141.85平,暂无数据,低区/28层,暂无数据,南,2008-09-01,满五,折现,住宅 - 公寓,99533元/平,2003~2006年,住宅 - 公寓,8栋,549户,上海豫园物业管理有限公司、上海豫园旅游商城物业管理有限公司,上海建工九龙房产有限公司,16套在售二手房10套在租房源,141.85,
168,168,普陀,615,清峪路368弄,无,215.2万,21216元,中外环,金沙雅苑（三期）(普陀长征)地图,sh4801370举报假一赔百细则,2室2厅1卫,有(一梯三户),79.11平,暂无数据,中区/11层,中装,南,2008-08-01,满五,置换,住宅 - 公寓,72424元/平,2004年,住宅 - 公寓,31栋,1175户,上海协沁物业管理有限公司、上海协沁物业管理有限公司,上海弘象置业有限公司,16套在售二手房7套在租房源,79.11,
169,169,松江,212,九新公路33弄,无,74.2万,7313元,外环外,青春驿站(松江九亭)地图,sh4801258举报假一赔百细则,1室1厅1卫,有(三梯十七户),40.23平,暂无数据,低区/13层,精装,暂无数据,2008-02-23,满五,暂无数据,住宅 - 公寓,52318元/平,2007年,住宅 - 公寓,5栋,855户,申大物业管理有限公司、上海申大物业、申大物业,中新集团,39套在售二手房14套在租房源,40.23,
170,170,普陀,860,石泉东路168弄,无,301万,29668元,内中环,香溢花城（住宅）(普陀光新)地图,sh4801206举报假一赔百细则,2室2厅2卫,暂无数据,105.71平,暂无数据,低区/25层,精装,南,暂无数据,满五,折现,住宅 - 公寓,83342元/平,2009~2014年,住宅 - 公寓、商业类,35栋,2119户,上海绿城物业有限公司、绿城物业、绿城物业,上海昊川置业有限公司,31套在售二手房13套在租房源,105.71,
171,171,虹口,230,"大连西路250弄,大连西路270弄,玉田路407弄,玉田路401-427号,东体育会路413弄",无,80.5万,7934元,内环内,西南小区(虹口曲阳)地图,sh4801103举报假一赔百细则,1室0厅1卫,暂无数据,33.72平,暂无数据,高区/6层,简装,南北,1987-09-22,满五,置换,住宅 - 公寓,72834元/平,1979~1987年,住宅 - 公寓,88栋,2066户,上海大柏树物业有限公司,无开发商,29套在售二手房6套在租房源,33.72,
172,172,普陀,750,"远景路97弄、中潭路100弄（四期）, 远景路97弄，中潭路100弄，中潭路99弄（一期）, 中潭路99弄79-159号，中潭路100弄78-156号（二期）, 中潭路33弄07～15号，中潭路99弄189~241号，中潭路91弄01~59号（三期）",暂无数据,262.5万,25873元,内环内,中远两湾城(普陀中远两湾城)地图,sh4801092举报假一赔百细则,2室2厅1卫,有(二梯四户),111.63平,暂无数据,高区/34层,简装,南北,2009-09-20,满五,暂无数据,住宅 - 公寓,71968元/平,2001~2006年,住宅 - 公寓,97栋,11603户,上海中远物业管理发展有限公司,上海万业企业股份有限公司,121套在售二手房58套在租房源,111.63,
173,173,浦东,1020,西泰林路158弄,无,357万,35187元,中外环,环球翡翠湾花园(公寓)(浦东三林)地图,sh4800244举报假一赔百细则,3室2厅2卫,有(一梯二户),137.0平,暂无数据,高区/16层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,住宅 - 别墅、住宅 - 公寓,39栋,1195户,第一太平戴维斯物业顾问(上海)有限公司、第一太平戴维斯物业,上海浦发振丰房地产发展有限公司、浦发集团,29套在售二手房13套在租房源,,,137.0,
174,174,闸北,285,"原平路689弄,原平路777弄,高平路774弄,高平路860弄",暂无数据,99.8万,9832元,中外环,永和二村(闸北永和)地图,sh4800104举报假一赔百细则,2室0厅1卫,暂无数据,50.52平,暂无数据,高区/6层,暂无数据,暂无数据,暂无数据,满五,暂无数据,住宅 - 公寓,57381元/平,1995~1996年,住宅 - 公寓,135栋,3252户,上海北城物业有限公司,大宁房地产开发有限公司,43套在售二手房22套在租房源,50.52,
175,175,长宁,560,法华镇路20弄,无,196万,19318元,内环内,红庄小区(长宁新华路)地图,sh4800039举报假一赔百细则,2室1厅1卫,有(二梯九户),62.45平,暂无数据,低区/18层,精装,南,2002-09-05,满五,置换,住宅 - 公寓,94026元/平,1990~1991年,住宅 - 公寓、住宅 - 新里,3栋,467户,上海新长宁集团、长宁物业,上海新长宁集团房地产投资咨询有限公司、长宁集团,6套在售二手房2套在租房源,62.45,
176,176,闵行,680,"华林路228弄（东区）,华林路229弄（西区）",无,238万,23458元,外环外,白雪公主(闵行七宝)地图,sh4799792举报假一赔百细则,3室2厅1卫,有(一梯二户),115.0平,暂无数据,高区/11层,简装,南,2005-01-01,满五,折现,住宅 - 公寓,58036元/平,2004年,住宅 - 公寓、商业类,57栋,1043户,神州物业管理有限公司、上海万欢物业管理有限公司,上海神州置业发展有限公司,10套在售二手房3套在租房源,115.0,
177,177,徐汇,245,虹梅南路126弄31-54号,无,85.8万,8452元,内中环,梅苑(徐汇华东理工)地图,sh4799728举报假一赔百细则,1室1厅1卫,暂无数据,44.23平,暂无数据,低区/6层,毛坯,南,暂无数据,满五,置换,住宅 - 公寓,58146元/平,1994年,住宅 - 公寓,24栋,528户,上海望族城物业管理有限公司,上海望族城物业管理有限公司,6套在售二手房0套在租房源,44.23,
178,178,黄浦,1220,方斜路269号,无,427万,42087元,内环内,南文大厦(黄浦老西门)地图,sh4799283举报假一赔百细则,5室2厅3卫,有(二梯六户),145.12平,暂无数据,中区/27层,豪装,南北,2002-04-17,满五,折现,住宅 - 公寓,79796元/平,暂无信息,住宅 - 公寓,1栋,141户,上海文化花园物业管理有限公司,上海文中房产开发经营公司,6套在售二手房1套在租房源,145.12,
179,179,黄浦,1430,中华路88弄,无,500.5万,49331元,内环内,滨江名人苑(黄浦黄浦滨江)地图,sh4799153举报假一赔百细则,3室2厅2卫,有(二梯三户),147.02平,暂无数据,中区/31层,中装,南北,2005-10-01,满五,折现,住宅 - 公寓,住宅 - 公寓,6栋,507户,上海市陆家嘴物业管理有限公司、上海安馨物业管理有限公司,上海新外滩企业发展有限公司、外滩房产有限公司,12套在售二手房9套在租房源,,,147.02,
180,180,浦东,410,灵岩南路801弄,无,143.5万,14144元,中外环,凌云公寓(浦东三林)地图,sh4798890举报假一赔百细则,2室1厅1卫,有(二梯八户),75.96平,暂无数据,中区/18层,精装,暂无数据,2007-05-28,满五,置换,住宅 - 公寓,住宅 - 公寓、住宅 - 写字楼,5栋,563户,上海锦南物业经营有限公司,上海新凌房地产开发有限公司,8套在售二手房4套在租房源,,,75.96,
181,181,宝山,305,菊联路233弄,无,106.8万,10522元,外环外,古北菊翔苑（菊联路233弄）(宝山顾村)地图,sh4798694举报假一赔百细则,2室2厅1卫,有(一梯三户),74.0平,暂无数据,低区/8层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,46261元/平,2008年,住宅 - 公寓,92栋,1508户,捷森物业,上海古北顾村置业有限公司,35套在售二手房13套在租房源,74.0,
182,182,普陀,690,枣阳路185弄,有,241.5万,23803元,内中环,香山苑(普陀曹杨)地图,sh4797865举报假一赔百细则,2室2厅1卫,有(二梯八户),101.7平,暂无数据,高区/24层,精装,南,1999-12-10,满五,折现,住宅 - 公寓,66200元/平,1998~1999年,住宅 - 公寓,16栋,464户,上海安居物业有限公司,上海民苑房地产开发有限公司,10套在售二手房1套在租房源,101.7,
183,183,普陀,170,"银杏路120弄, 白丽路701弄",暂无数据,59.5万,5865元,外环外,桃浦十村(普陀桃浦)地图,sh4797669举报假一赔百细则,1室0厅1卫,有(一梯四户),33.38平,暂无数据,中区/7层,简装,暂无数据,暂无数据,满五,暂无数据,住宅 - 公寓,45111元/平,1995~1999年,住宅 - 公寓,114栋,2819户,上海普陀物业有限公司、普陀物业、上服物业、万志物业,西部集团,51套在售二手房8套在租房源,33.38,
184,184,徐汇,395,大木桥路450弄,无,138.2万,13626元,内环内,大木桥路450弄(徐汇斜土路)地图,sh4797635举报假一赔百细则,2室1厅1卫,暂无数据,49.91平,暂无数据,低区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,78702元/平,1982~1989年,住宅 - 公寓,26栋,644户,上海市农工商物业总公司、上海鼎驰投资管理有限公司,高建物业,9套在售二手房3套在租房源,49.91,
185,185,浦东,210,上南四村,无,73.5万,7244元,内中环,上南四村(浦东世博)地图,sh4797377举报假一赔百细则,1室0厅1卫,暂无数据,30.34平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,63879元/平,1982~1998年,住宅 - 公寓,80栋,1754户,上南物业公司,上南开发集团、上南集团有限公司,8套在售二手房3套在租房源,30.34,
186,186,杨浦,898,中山北二路99弄,无,314.3万,30979元,内环内,大运盛城(杨浦控江路)地图,sh4795550举报假一赔百细则,3室2厅2卫,有(一梯二户),129.88平,暂无数据,中区/10层,精装,南,2002-06-15,满五,置换,住宅 - 公寓,73315元/平,2000~2006年,住宅 - 公寓,54栋,1572户,上海联源物业发展有限公司、上海联源物业发展有限公司、联源物业,运盛（上海）房地产建设有限公司,27套在售二手房3套在租房源,129.88,
187,187,静安,850,"威海路333弄,大沽路368弄（回搬房）,大沽路398弄",无,297.5万,29323元,内环内,中凯城市之光（静安）(静安南京西路)地图,sh4795464举报假一赔百细则,2室1厅1卫,有(二梯八户),83.79平,暂无数据,中区/34层,精装,南北,2008-02-18,满五,其它,住宅 - 公寓,118913元/平,2003~2005年,住宅 - 公寓,24栋,1565户,上海恒豪基业物业服务有限公司,上海中凯置业有限公司、中凯集团,32套在售二手房30套在租房源,83.79,
188,188,杨浦,250,凤城一村,无,87.5万,8624元,内环内,凤城一村(杨浦控江路)地图,sh4795221举报假一赔百细则,1室0厅1卫,暂无数据,35.9平,暂无数据,中区/6层,精装,南,2009-07-20,满五,折现,住宅 - 公寓,住宅 - 公寓、住宅 - 新里,11栋,326户,上海庆隆物业管理有限公司,集资开发,6套在售二手房1套在租房源,,,35.9,
189,189,杨浦,415,永吉路97弄,暂无数据,145.2万,14316元,内中环,永吉路97弄(杨浦控江路)地图,sh4795090举报假一赔百细则,2室1厅1卫,暂无数据,67.9平,暂无数据,高区/7层,暂无数据,南,暂无数据,满五,暂无数据,住宅 - 公寓,62056元/平,1987~1994年,住宅 - 公寓,16栋,323户,上海东湖物业管理有限公司、景程物业、东湖物业,上海卫百辛集团、诚佳置业,5套在售二手房3套在租房源,67.9,
190,190,浦东,520,御桥路2066弄,无,182万,17939元,中外环,地杰国际城（E欧泊时光）(浦东御桥)地图,sh4795017举报假一赔百细则,2室2厅1卫,有(二梯五户),85.11平,暂无数据,中区/26层,毛坯,南,暂无数据,满五,折现,住宅 - 公寓,66333元/平,2007年,住宅 - 公寓,20栋,1392户,上实物业,上海地杰置业有限公司,14套在售二手房16套在租房源,85.11,
191,191,徐汇,305,日晖二村,无,106.8万,10522元,内环内,日晖二村(徐汇斜土路)地图,sh4794233举报假一赔百细则,1室1厅1卫,暂无数据,53.1平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,67453元/平,1954~2000年,住宅 - 公寓,101栋,2173户,上海高建物业有限公司,政府安置房,22套在售二手房8套在租房源,53.1,
192,192,长宁,920,"荣华东道59弄,荣华东道60弄",无,322万,31737元,内中环,里昂花园(长宁古北)地图,sh4794145举报假一赔百细则,3室2厅2卫,有(二梯四户),159.28平,暂无数据,低区/13层,精装,南,暂无数据,满五,折现,住宅 - 公寓,64769元/平,1996年,住宅 - 公寓,7栋,222户,上海古北物业管理有限公司、古北物业,上海古北（集团）有限公司、古北集团,15套在售二手房6套在租房源,159.28,
193,193,闵行,228,"鹤庆路411弄,鹤庆路585弄,鹤庆路641弄",暂无数据,79.8万,7865元,外环外,新华小区(闵行老闵行)地图,sh4793813举报假一赔百细则,2室1厅1卫,暂无数据,56.17平,暂无数据,中区/6层,精装,南北,暂无数据,满五,暂无数据,住宅 - 公寓,40678元/平,1990~1994年,住宅 - 公寓,111栋,2336户,上海华凯物业管理有限公司,上海闵行房地产发展有限公司、闵行房地产,30套在售二手房16套在租房源,56.17,
194,194,浦东,335,建中路461弄,无,117.2万,11557元,内中环,华陇建中小区(浦东张江)地图,sh4793801举报假一赔百细则,2室1厅1卫,暂无数据,58.53平,暂无数据,高区/6层,精装,南,2000-09-15,满五,折现,住宅 - 公寓,59412元/平,1994年,住宅 - 公寓,15栋,360户,张江镇街道、张江物业,上海张江（集团）有限公司、张江集团,3套在售二手房2套在租房源,58.53,
195,195,虹口,310,新市南路1129弄,无,108.5万,10694元,中外环,新三小区(虹口江湾镇)地图,sh4793294举报假一赔百细则,2室1厅1卫,暂无数据,51.84平,暂无数据,低区/6层,简装,南,2007-10-15,满五,置换,住宅 - 公寓,60153元/平,1982年,住宅 - 公寓,4栋,96户,无,暂无信息,5套在售二手房1套在租房源,51.84,
196,196,嘉定,354,"云屏路388弄,云屏路518弄,云谷路599弄",无,123.9万,12212元,外环外,中信泰富又一城(嘉定嘉定新城)地图,sh4793101举报假一赔百细则,2室2厅1卫,有(二梯四户),89.86平,暂无数据,高区/36层,精装,南,2012-09-15,满五,折现,住宅 - 公寓,39400元/平,2011~2015年,住宅 - 公寓、住宅 - 写字楼,26栋,2444户,中信泰富（上海）物业管理有限公司、中信泰富物业,上海嘉逸房地产开发有限公司,22套在售二手房10套在租房源,89.86,
197,197,长宁,850,"凯旋路1222弄1-5号,凯旋路1222弄",无,297.5万,29323元,内环内,凯旋都市花园(长宁新华路)地图,sh4792811举报假一赔百细则,2室2厅1卫,有(一梯四户),111.36平,暂无数据,低区/33层,中装,南北,暂无数据,满五,折现,住宅 - 公寓,79468元/平,2004年,住宅 - 公寓,5栋,190户,上海家宝物业管理有限公司,上海华峻房地产开发有限公司,4套在售二手房1套在租房源,111.36,
198,198,杨浦,415,浣纱四村,无,145.2万,14316元,内中环,浣纱四村(杨浦黄兴公园)地图,sh4792756举报假一赔百细则,2室1厅1卫,暂无数据,59.2平,暂无数据,中区/6层,精装,南北,1995-12-01,满五,置换,住宅 - 公寓,住宅 - 公寓,84栋,1096户,上海黄兴广场物业管理有限公司、上海黄兴物业有限公司,浣纱房地产开发有限公司,17套在售二手房2套在租房源,,,59.2,
199,199,长宁,700,威宁路358弄,有,245万,24148元,内中环,天山星城(长宁天山)地图,sh4792312举报假一赔百细则,2室1厅1卫,有(一梯四户),75.27平,暂无数据,低区/18层,精装,南北,2009-04-27,满五,其它,住宅 - 公寓,住宅 - 公寓,41栋,2011户,上海申悦物业管理有限公司,上海长宁房地产经营有限公司、长宁集团,11套在售二手房19套在租房源,,,75.27,
200,200,浦东,325,"严中路269弄,严中路173弄,严中路373弄",无,113.7万,11212元,内中环,由由四村(浦东北蔡)地图,sh4790701举报假一赔百细则,2室1厅1卫,暂无数据,53.72平,暂无数据,低区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,58853元/平,1994~1997年,住宅 - 公寓,117栋,1488户,上海由由物业管理有限公司、上海吉松物业管理中心,上海由由房地产开发有限公司、上海由由集团股份有限公司,14套在售二手房3套在租房源,53.72,
201,201,杨浦,290,控江路740弄,无,101.5万,10004元,内中环,控江路740弄(杨浦控江路)地图,sh4790527举报假一赔百细则,2室0厅1卫,暂无数据,45.0平,暂无数据,中区/5层,简装,南,暂无数据,满五,置换,住宅 - 公寓,65441元/平,1978~1979年,住宅 - 公寓,23栋,472户,景程物业,暂无信息,6套在售二手房1套在租房源,45.0,
202,202,松江,226,"乐都支路2弄, 谷阳北路201-275号, 乐都路233弄, 谷阳北路199弄, 乐都支路78号",暂无数据,79.1万,7796元,外环外,凤凰小区(松江松江老城)地图,sh4790520举报假一赔百细则,2室2厅1卫,暂无数据,64.87平,暂无数据,高区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,34711元/平,1980~2004年,住宅 - 公寓、商业类、住宅 - 新里,68栋,1241户,上海凤凰物业有限公司、凤凰物业,凤凰房地产开发有限公司,14套在售二手房3套在租房源,64.87,
203,203,闵行,179,碧江路401弄,无,62.6万,6175元,外环外,红旗五村(闵行老闵行)地图,sh4790380举报假一赔百细则,2室1厅1卫,暂无数据,52.82平,暂无数据,高区/4层,中装,暂无数据,2012-05-14,满五,置换,住宅 - 公寓,住宅 - 公寓、住宅 - 新里,104栋,1458户,上海闵碧物业管理有限公司,上海闵碧物业管理有限公司,15套在售二手房8套在租房源,,,52.82,
204,204,杨浦,350,友谊新村,暂无数据,122.5万,12074元,内中环,友谊新村(杨浦周家嘴路)地图,sh4790276举报假一赔百细则,2室0厅1卫,暂无数据,53.42平,暂无数据,高区/6层,中装,南,2001-02-01,满五,其它,住宅 - 公寓,64653元/平,1979~1997年,住宅 - 公寓、住宅 - 新里,104栋,854户,延吉物业,无开发商,8套在售二手房3套在租房源,53.42,
205,205,闵行,305,"南方新村,古美西路86弄",无,106.8万,10522元,中外环,南方新村(闵行古美)地图,sh4789667举报假一赔百细则,1室1厅1卫,暂无数据,47.43平,暂无数据,低区/6层,毛坯,南,暂无数据,满五,折现,住宅 - 公寓,60051元/平,1993~1996年,住宅 - 公寓、住宅 - 新里,186栋,2283户,上海德凯物业管理有限公司,上海梅陇大厦发展有限公司、梅陇房产,33套在售二手房9套在租房源,47.43,
206,206,长宁,360,东诸安浜路180弄1-23号,暂无数据,126万,12419元,内环内,东浜小区(长宁镇宁路)地图,sh4789131举报假一赔百细则,1室1厅1卫,暂无数据,44.22平,暂无数据,中区/6层,简装,南,2000-08-22,满五,其它,住宅 - 公寓,住宅 - 公寓、住宅 - 写字楼,21栋,496户,上海新长宁集团新华物业有限公司、长宁物业,上海新长宁(集团)有限公司、长宁集团,3套在售二手房2套在租房源,,,44.22,
207,207,浦东,375,华夏东路1260弄,无,131.2万,12936元,外环外,晨光公寓(浦东川沙)地图,sh4789120举报假一赔百细则,3室1厅1卫,暂无数据,89.33平,暂无数据,中区/6层,精装,南,2010-11-10,满五,置换,住宅 - 公寓,40681元/平,1995~1997年,住宅 - 公寓,25栋,354户,上海怡居物业管理有限公司,上海上科实业有限公司,11套在售二手房1套在租房源,89.33,
208,208,杨浦,225,三门路358弄,无,78.8万,7762元,中外环,三门路358弄(杨浦五角场)地图,sh4788966举报假一赔百细则,1室1厅1卫,有(一梯四户),42.87平,暂无数据,中区/7层,简装,南,2002-12-11,满五,折现,住宅 - 公寓,55523元/平,1994~1999年,住宅 - 公寓,81栋,1851户,上海阳光投资(集团)物业管理有限公司、上海市阳广物业管理有限公司、上海阳光物业管理有限公司,上海江湾房地产开发经营有限公司、江湾房产公司,24套在售二手房12套在租房源,42.87,
209,209,黄浦,450,打浦路316弄,无,157.5万,15524元,内环内,斜土新村(黄浦打浦桥)地图,sh4788889举报假一赔百细则,2室1厅1卫,有(一梯四户),55.9平,暂无数据,低区/7层,简装,南,暂无数据,满五,置换,住宅 - 公寓,84955元/平,1987~1989年,住宅 - 公寓、住宅 - 新里,35栋,867户,上海爱仁物业有限公司,无开发商,14套在售二手房6套在租房源,55.9,
210,210,浦东,475,"张杨路1050弄, 张杨路1318号, 张杨路1308号, 张杨路1338号, 张杨路1348号, 福山路309号, 张杨路1328号",无,166.2万,16386元,内环内,竹园高层(浦东源深)地图,sh4788626举报假一赔百细则,2室1厅1卫,有(二梯八户),65.72平,暂无数据,低区/26层,简装,西南,暂无数据,满五,其它,住宅 - 公寓,70789元/平,1989~1996年,住宅 - 公寓,12栋,2138户,上海申厦物业有限公司、宏基物业、潍坊物业,上海申城房地产开发实业总公司、上海第八房地产开发公司、市建,39套在售二手房24套在租房源,65.72,
211,211,浦东,500,"潍坊路89弄1-32号,浦东南路1341弄1-9号",无,175万,17249元,内环内,朱家滩小区(浦东潍坊)地图,sh4788264举报假一赔百细则,1室0厅1卫,暂无数据,35.6平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,105073元/平,1984~1989年,住宅 - 公寓、住宅 - 写字楼,34栋,696户,上海浦东新区潍坊物业公司、潍坊物业,乾坤置业有限公司,9套在售二手房9套在租房源,35.6,
212,212,徐汇,570,"漕溪北路850号,漕溪北路800号,漕溪北路1000号,漕溪北路900号,裕德路45弄,漕溪北路750号,漕溪北路950号",无,199.5万,19663元,内环内,漕溪大楼(徐汇徐家汇)地图,sh4788232举报假一赔百细则,3室1厅1卫,有(二梯九户),80.66平,暂无数据,中区/14层,精装,南,暂无数据,满五,折现,住宅 - 公寓,80794元/平,1975~1995年,住宅 - 公寓,9栋,1128户,上海永平置业有限公司、高健物业,上海徐房集团有限公司,10套在售二手房16套在租房源,80.66,
213,213,浦东,390,芳草路352弄,无,136.5万,13454元,内中环,芳草路352弄(浦东北蔡)地图,sh4787588举报假一赔百细则,2室1厅1卫,暂无数据,67.58平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,58245元/平,1994~1996年,住宅 - 公寓,35栋,444户,上海航帆物业管理有限公司,上海裕华,9套在售二手房2套在租房源,67.58,
214,214,普陀,180,旬阳新村,无,63万,6210元,内中环,旬阳新村(普陀光新)地图,sh4786820举报假一赔百细则,1室0厅1卫,暂无数据,31.44平,暂无数据,中区/6层,简装,东北,暂无数据,满五,折现,住宅 - 公寓,58165元/平,1981~1988年,住宅 - 公寓,28栋,628户,上海中山物业有限公司,暂无信息,2套在售二手房1套在租房源,31.44,
